username,followers,following,uploads,average_engagement_rate,date,
"dior","29605243","249","6636","0.29","2020-01-22+18:33:01",
"dior","29585381","249","6577","0.29","2020-01-21+18:33:01",
"dior","29565519","249","6518","0.28","2020-01-20+18:33:01",
"dior","29545658","249","6459","0.28","2020-01-19+18:33:01",
"dior","29525796","249","6400","0.27","2020-01-18+18:33:01",
"dior","29505935","249","6341","0.27","2020-01-17+18:33:01",
"dior","29490016","249","6337","0.27","2020-01-16+08:36:01",
"dior","29474097","249","6333","0.28","2020-01-15+08:36:01",
"dior","29458178","249","6330","0.28","2020-01-14+08:36:01",
"dior","29442259","249","6326","0.28","2020-01-13+08:36:01",
"dior","29426340","249","6323","0.28","2020-01-12+08:36:01",
"dior","29410421","249","6319","0.29","2020-01-11+08:36:01",
"dior","29394503","249","6316","0.29","2020-01-10+08:36:01",
"dior","29378887","248","6319","0.28","2020-01-09+01:22:01",
"dior","29363271","248","6323","0.26","2020-01-08+01:22:01",
"dior","29347655","248","6327","0.25","2020-01-07+01:22:01",
"dior","29332039","248","6330","0.23","2020-01-06+01:22:01",
"dior","29316423","248","6334","0.22","2020-01-05+01:22:01",
"dior","29300807","248","6338","0.20","2020-01-04+01:22:01",
"dior","29285191","248","6342","0.19","2020-01-03+01:22:01",
"dior","29273381","248","6364","0.20","2020-01-02+17:29:01",
"dior","29261572","248","6387","0.21","2020-01-01+17:29:01",
"dior","29249762","248","6409","0.22","2019-12-31+17:29:01",
"dior","29237953","248","6432","0.24","2019-12-30+17:29:01",
"dior","29226144","248","6455","0.25","2019-12-29+17:29:01",
"dior","29214334","248","6477","0.26","2019-12-28+17:29:01",
"dior","29202525","248","6500","0.27","2019-12-27+17:29:01",
"dior","29190716","248","6523","0.28","2019-12-26+17:29:01",
"dior","29176727","248","6509","0.26","2019-12-25+11:46:01",
"dior","29162738","248","6495","0.25","2019-12-24+11:46:01",
"dior","29148749","248","6482","0.23","2019-12-23+11:46:01",
"dior","29134760","248","6468","0.22","2019-12-22+11:46:01",
